NI RH RM RS V DG DM DS
2901 9 32 36 + 31 6 0
2902 9 30 53 - 14 44 8
2903 9 32 10 + 21 29 57
2904 9 30 17 - 30 23 6
2905 9 32 12 + 21 31 7
2906 9 32 6 + 8 26 32
2907 9 31 37 - 16 44 1
2908 9 43 31 + 79 42 5
2909 9 36 60 + 65 56 28
2910 9 30 29 - 52 54 50
2911 9 33 47 + 10 9 10
2912 9 33 57 + 10 11 33
2913 9 34 3 + 9 28 42
2914 9 34 3 + 10 6 33
2915 9 26 14 - 76 37 36
2916 9 34 58 + 21 42 16
2917 9 34 27 - 2 30 14
2918 9 35 44 + 31 42 19
2919 9 34 48 + 10 17 2
2920 9 34 12 - 20 51 33
2921 9 34 31 - 20 55 11
2922 9 36 53 + 37 41 41
2923 9 36 4 + 16 45 39
2924 9 35 11 - 16 23 53
2925 9 33 11 - 53 23 45
2926 9 37 31 + 32 50 30
2927 9 37 15 + 23 35 25
2928 9 37 10 + 16 58 39
2929 9 37 30 + 23 9 40
2930 9 37 33 + 23 12 13
2931 9 37 38 + 23 14 26
2932 9 35 54 - 46 55 0
2933 9 37 55 + 17 0 53
2934 9 37 55 + 17 3 18
2935 9 36 45 - 21 7 40
2936 9 37 44 + 2 45 38
2937 9 37 45 + 2 44 53
2938 9 38 25 + 76 19 9
2939 9 38 8 + 9 31 25
2940 9 38 5 + 9 37 2
2941 9 38 24 + 17 2 40
2942 9 39 8 + 34 0 22
2943 9 38 33 + 17 1 52
2944 9 39 18 + 32 18 38
2944 9 39 17 + 32 18 38
2945 9 37 41 - 22 2 4
2946 9 39 2 + 17 1 32
2947 9 36 6 - 12 26 12
2948 9 38 59 + 6 57 21
2949 9 39 55 + 16 47 4
2949 9 39 57 + 16 47 13
2950 9 42 35 + 58 51 5
2951 9 39 40 - 0 14 8
2951 9 39 41 - 0 14 4
2952 9 37 37 - 10 11 4
2953 9 40 28 + 14 50 37
2954 9 40 24 + 14 55 21
2955 9 41 16 + 35 52 58
2956 9 39 17 - 19 6 4
2957 9 47 15 + 72 59 12
2957 9 47 18 + 72 59 2
2958 9 40 42 + 11 53 19
2959 9 45 9 + 68 35 42
2959 9 45 22 + 68 36 33
2960 9 40 37 + 3 34 38
2961 9 45 22 + 68 36 33
2962 9 40 54 + 5 9 57
2963 9 47 50 + 72 57 52
2964 9 42 54 + 31 50 49
2965 9 43 19 + 36 14 54
2966 9 42 11 + 4 40 25
2967 9 42 3 + 0 20 10
2968 9 43 12 + 31 55 43
2969 9 41 55 - 8 36 12
2970 9 43 31 + 31 58 39
2971 9 43 46 + 36 10 47
2972 9 40 12 - 50 19 13
2973 9 41 35 - 30 2 53
2974 9 42 33 - 3 41 57
2975 9 41 16 - 16 40 26
2976 9 47 15 + 67 55 3
2977 9 43 47 + 74 51 38
2978 9 43 17 - 9 44 46
2979 9 43 9 - 10 22 59
2980 9 43 12 - 9 36 45
2981 9 44 57 + 31 5 53
2982 9 42 0 - 44 1 36
2983 9 43 41 - 20 28 39
2984 9 43 40 + 11 3 41
2985 9 50 21 + 72 16 43
2986 9 44 16 - 21 16 41
2987 9 45 41 + 4 56 29
2988 9 46 48 + 22 0 44
2989 9 45 25 - 18 22 28
2990 9 46 17 + 5 42 32
2991 9 46 50 + 22 0 48
2992 9 45 42 - 14 19 37
2993 9 45 48 - 14 22 8
2994 9 47 16 + 22 5 21
2995 9 44 0 - 54 35 0
2996 9 46 30 - 21 34 16
2997 9 45 39 - 31 11 26
2998 9 48 44 + 44 4 54
2999 9 40 12 - 50 19 13
3000 9 48 51 + 44 7 54
3001 9 46 19 - 30 26 13
3002 9 48 57 + 44 3 24
3003 9 48 36 + 33 25 19
3004 9 49 2 + 44 6 42
3005 9 49 15 + 44 7 50
3006 9 49 17 + 44 1 32
3007 9 47 46 - 6 26 16
3008 9 49 34 + 44 6 10
3009 9 50 11 + 44 17 43
3010 9 50 35 + 44 19 25
3010 9 50 33 + 44 18 53
3010 9 50 39 + 44 19 51
3011 9 49 41 + 32 13 18
3012 9 49 52 + 34 42 53
3013 9 50 9 + 33 34 11
3014 9 49 8 - 4 44 34
3015 9 49 23 + 1 8 43
3016 9 49 51 + 12 41 43
3017 9 49 3 - 2 49 17
3018 9 49 42 + 0 37 22
3019 9 50 7 + 12 44 46
3020 9 50 7 + 12 48 49
3021 9 50 57 + 33 33 15
3022 9 49 39 - 5 9 59
3023 9 49 53 + 0 37 8
3023 9 49 54 + 0 37 1
3024 9 50 27 + 12 45 56
3025 9 49 29 - 21 44 29
3026 9 50 55 + 28 33 5
3027 9 55 40 + 72 12 15
3028 9 49 54 - 19 11 4
3029 9 48 54 - 8 3 4
3030 9 50 11 - 12 13 33
3031 9 55 34 + 69 4 2
3032 9 52 8 + 29 14 12
3033 9 48 40 - 56 24 42
3034 9 55 54 + 69 40 59
3035 9 51 55 - 6 49 22
3036 9 49 16 - 62 40 32
3037 9 51 24 - 27 0 39
3038 9 51 15 - 32 45 13
3039 9 52 30 + 2 9 13
3040 9 53 5 + 19 25 58
3040 9 53 3 + 19 26 32
3041 9 53 7 + 16 40 39
3042 9 53 20 + 0 41 52
3043 9 56 14 + 59 18 26
3044 9 53 41 + 1 34 46
3045 9 53 18 - 18 38 38
3046 9 53 20 - 27 19 54
3047 9 54 32 - 1 17 28
3047 9 54 30 - 1 17 16
3048 9 54 57 + 16 27 22
3048 9 54 58 + 16 27 33
3049 9 54 50 + 9 16 19
3050 9 43 9 - 10 22 59
3051 9 53 58 - 27 17 10
3052 9 54 28 - 18 38 20
3053 9 55 34 + 16 26 0
3054 9 54 29 - 25 42 13
3055 9 55 18 + 4 16 10
3056 9 54 33 - 28 17 54
3057 10 5 40 + 80 17 7
3058 9 53 36 - 12 28 56
3058 9 53 35 - 12 28 46
3059 9 50 8 - 73 55 17
3060 9 56 19 + 16 49 53
3061 9 56 12 + 75 51 59
3062 9 56 36 + 1 25 45
3063 10 1 42 + 72 7 4
3064 9 55 41 - 6 21 51
3065 10 1 55 + 72 10 12
3066 10 2 10 + 72 7 32
3067 9 58 22 + 32 22 12
3068 9 58 40 + 28 52 41
3068 9 58 40 + 28 52 41
3068 9 58 38 + 28 52 16
3069 9 57 57 + 10 25 58
3070 9 58 7 + 10 21 37
3071 9 58 53 + 31 37 15
3072 9 57 24 - 19 21 17
3073 10 0 52 + 55 37 6
3074 9 59 41 + 35 23 36
3075 9 58 56 + 14 25 10
3076 9 57 38 - 18 10 42
3077 10 3 20 + 68 44 6
3078 9 58 25 - 26 55 34
3079 10 1 58 + 55 40 53
3080 9 59 56 + 13 2 39
3081 9 59 30 - 22 49 34
3082 9 58 53 - 30 21 27
3083 9 59 50 - 2 52 39
3084 9 59 6 - 27 7 42
3085 9 59 29 - 19 29 34
3086 10 0 11 - 2 58 33
3087 9 59 9 - 34 13 32
3088 10 1 8 + 22 24 22
3088 10 1 8 + 22 24 22
3088 10 1 10 + 22 24 6
3089 9 59 37 - 28 19 52
3090 10 0 30 - 2 58 7
3091 10 0 14 - 19 38 12
3092 10 0 47 - 3 0 44
3093 10 0 54 - 2 58 17
3094 10 1 26 + 15 46 12
3095 10 0 6 - 31 33 12
3096 10 0 33 - 19 39 44
3097 10 3 58 + 60 4 59
3098 10 2 17 + 24 42 41
3099 10 2 37 + 32 42 26
3099 10 2 31 + 32 42 52
3100 10 0 41 - 31 39 51
3101 10 1 36 - 2 59 41
3102 10 4 32 + 60 6 28
3103 10 0 41 - 31 39 51
3104 10 3 57 + 40 45 26
3105 10 0 40 - 54 47 15
3106 10 4 5 + 31 11 9
3107 10 4 22 + 13 37 19
3108 10 2 29 - 31 40 33
3109 10 3 7 - 26 9 30
3110 10 4 2 - 6 28 29
3111 10 6 7 + 47 15 47
3112 10 3 59 - 20 46 56
3113 10 4 26 - 28 26 41
3114 10 2 36 - 60 6 0
3115 10 5 14 - 7 43 5
3116 10 6 45 + 31 5 54
3117 10 6 10 + 2 54 48
3118 10 7 11 + 33 1 38
3119 10 6 48 + 14 18 20
3120 10 5 23 - 34 13 15
3121 10 6 52 + 14 22 26
3122 10 4 2 - 6 28 29
3123 10 7 2 + 0 4 2
3124 10 6 40 - 19 13 18
3125 10 6 33 - 29 56 8
3126 10 8 21 + 31 51 49
3127 10 6 25 - 16 7 34
3128 10 6 1 - 16 7 22
3129 10 8 19 + 18 25 54
3130 10 8 12 + 9 58 36
3131 10 8 36 + 18 13 52
3132 10 7 2 - 40 26 10
3133 10 7 13 - 11 57 55
3134 10 12 29 + 12 22 37
3135 10 10 54 + 45 57 2
3136 10 5 48 - 67 22 39
3136 10 3 33 - 67 26 56
3136 10 10 13 - 67 0 18
3137 10 9 7 - 29 3 49
3138 10 9 17 - 11 57 26
3139 10 10 5 - 11 46 40
3140 10 9 28 - 16 37 40
3141 10 9 20 - 16 39 11
3142 10 10 6 - 8 28 46
3143 10 10 4 - 12 34 55
3144 10 15 32 + 74 13 14
3145 10 10 10 - 12 26 4
3146 10 11 10 - 20 52 15
3147 10 16 53 + 73 24 1
3148 10 13 44 + 50 29 49
3149 10 3 43 - 80 25 20
3150 10 13 26 + 38 39 29
3151 10 13 29 + 38 37 13
3152 10 13 34 + 38 50 37
3153 10 12 51 + 12 40 0
3154 10 13 1 + 17 2 4
3155 10 17 40 + 74 20 52
3156 10 12 41 + 3 7 47
3157 10 11 42 - 31 38 34
3158 10 13 51 + 38 45 56
3159 10 13 53 + 38 39 18
3160 10 13 55 + 38 50 34
3161 10 13 59 + 38 39 28
3162 10 13 32 + 22 44 14
3163 10 14 7 + 38 39 10
3164 10 15 12 + 56 40 20
3165 10 13 31 + 3 22 30
3166 10 13 46 + 3 25 33
3167 10 14 36 + 29 35 48
3168 10 16 23 + 60 14 6
3169 10 14 15 + 3 28 1
3170 10 16 14 + 46 36 45
3171 10 15 37 - 20 38 51
3172 11 47 15 + 89 5 37
3173 10 14 35 - 27 41 36
3174 10 15 32 + 74 13 14
3175 10 14 42 - 28 52 16
3176 10 14 52 - 20 0 45
3177 10 16 34 + 21 7 23
3178 10 16 9 - 15 47 28
3179 10 17 57 + 41 6 53
3180 10 18 11 + 41 26 57
3181 10 18 12 + 41 24 48
3182 10 19 33 + 58 12 22
3183 10 21 49 + 74 10 38
3184 10 18 17 + 41 25 24
3185 10 17 38 + 21 41 19
3186 10 15 53 + 6 57 52
3186 10 15 53 + 6 57 34
3187 10 17 48 + 21 52 26
3188 10 19 43 + 57 25 23
3188 10 19 38 + 57 25 7
3189 10 18 4 + 21 49 56
3190 10 18 6 + 21 49 58
3191 10 19 5 + 46 27 18
3192 10 19 5 + 46 27 18
3193 10 18 25 + 21 53 38
3194 10 17 40 + 74 20 52
3195 10 9 21 - 80 51 29
3196 10 18 49 + 27 40 10
3197 10 14 27 + 77 49 13
3198 10 19 55 + 45 33 0
3199 10 17 24 - 57 55 18
3200 10 18 36 - 17 58 56
3201 10 17 37 - 46 24 38
3202 10 20 32 + 43 1 17
3203 10 19 34 - 26 41 56
3204 10 20 11 + 27 49 2
3205 10 20 50 + 42 58 18
3206 10 21 48 + 56 55 51
3207 10 21 1 + 42 59 9
3208 10 19 41 - 25 48 52
3209 10 20 39 + 25 30 17
3210 10 27 59 + 79 49 59
3211 10 17 50 - 62 40 12
3212 10 28 16 + 79 49 26
3213 10 21 17 + 19 39 6
3214 10 23 9 + 57 2 20
3215 10 28 41 + 79 48 45
3216 10 21 41 + 23 55 24
3217 10 23 33 + 10 57 35
3218 10 21 49 + 74 10 38
3219 10 22 37 + 38 34 47
3220 10 23 45 + 57 1 36
3221 10 22 20 + 21 34 8
3222 10 22 34 + 19 53 12
3223 10 21 35 - 34 16 1
3224 10 21 41 - 34 41 46
3225 10 25 10 + 58 8 59
3226 10 23 27 + 19 53 51
3227 10 23 30 + 19 51 55
3228 10 21 22 - 51 43 42
3229 10 23 25 + 0 3 56
3230 10 23 44 + 12 34 3
3231 10 26 58 + 66 48 45
3232 10 24 24 + 28 1 42
3233 10 21 58 - 22 16 4
3234 10 24 59 + 28 1 27
3235 10 24 59 + 28 1 27
3236 10 26 48 + 61 16 24
3237 10 25 43 + 39 38 50
3238 10 26 43 + 57 13 34
3239 10 25 6 + 17 9 37
3240 10 24 31 - 21 47 29
3241 10 24 17 - 32 29 0
3242 10 24 46 - 18 38 31
3243 10 26 21 - 2 37 20
3244 10 25 29 - 39 49 40
3245 10 27 18 + 28 30 28
3245 10 27 1 + 28 38 21
3246 10 26 42 + 3 51 45
3247 10 24 12 - 57 45 48
3248 10 27 45 + 22 50 51
3249 10 26 22 - 34 57 50
3250 10 26 32 - 39 56 37
3250 10 27 54 - 40 4 52
3250 10 27 45 - 40 26 8
3250 10 27 42 - 40 0 9
3250 10 27 58 - 39 48 55
3250 10 29 1 - 40 4 57
3251 10 29 17 + 26 5 56
3252 10 34 22 + 73 45 50
3253 10 28 27 + 12 42 14
3254 10 29 20 + 29 29 32
3255 10 26 31 - 60 40 42
3256 10 27 51 - 43 54 19
3256 10 25 51 - 43 44 51
3256 10 29 1 - 44 24 12
3256 10 29 6 - 43 51 1
3257 10 28 47 - 35 39 29
3258 10 28 53 - 35 36 18
3258 10 28 19 - 35 27 17
3258 10 30 25 - 35 33 49
3258 10 31 24 - 35 13 12
3258 10 31 56 - 35 24 37
3258 10 32 25 - 34 59 53
3259 10 32 35 + 65 2 28
3260 10 29 6 - 35 35 45
3261 10 29 1 - 44 39 27
3262 10 29 6 - 44 9 36
3263 10 29 13 - 44 7 22
3264 10 32 20 + 56 5 2
3265 10 31 7 + 28 47 49
3266 10 33 18 + 64 44 59
3267 10 29 49 - 35 19 22
3268 10 30 0 - 35 19 32
3269 10 29 57 - 35 13 26
3270 10 31 30 + 24 52 10
3271 10 30 27 - 35 21 36
3272 10 31 48 + 28 28 10
3273 10 30 29 - 35 36 40
3274 10 32 17 + 27 40 8
3275 10 30 52 - 36 44 13
3275 10 30 4 - 36 41 41
3276 10 31 9 - 39 56 42
3277 10 32 55 + 28 30 44
3278 10 31 36 - 39 57 21
3279 10 34 43 + 11 11 49
3280 10 32 44 - 12 38 12
3280 10 32 46 - 12 38 12
3280 10 32 46 - 12 38 2
3281 10 31 52 - 34 51 16
3281 10 31 58 - 35 11 55
3281 10 31 52 - 35 12 19
3281 10 32 59 - 34 53 11
3281 10 34 19 - 34 24 11
3282 10 32 22 - 22 18 7
3283 10 31 11 - 46 15 2
3284 10 36 21 + 58 37 13
3285 10 33 36 - 27 27 16
3285 10 32 49 - 27 31 19
3285 10 34 37 - 27 39 12
3286 10 36 21 + 58 37 13
3287 10 34 47 + 21 38 52
3288 10 36 26 + 58 33 22
3289 10 34 7 - 35 19 23
3290 10 35 18 - 17 16 36
3291 10 36 6 + 37 16 30
3292 10 35 34 - 6 10 46
3292 10 35 31 - 6 11 3
3293 10 35 51 - 58 13 48
3294 10 36 16 + 37 19 29
3295 10 32 44 - 12 38 12
3295 10 32 46 - 12 38 12
3295 10 32 46 - 12 38 2
3296 10 32 45 - 12 43 0
3297 10 33 12 - 12 40 16
3298 10 37 12 + 50 7 13
3299 10 36 24 + 12 42 26
3300 10 36 39 + 14 10 16
3301 10 36 56 + 21 52 54
3302 10 35 47 - 32 21 30
3303 10 36 60 + 18 8 13
3304 10 37 38 + 37 27 23
3305 10 36 12 - 27 9 44
3306 10 37 10 + 12 39 9
3307 10 36 17 - 27 31 44
3308 10 36 22 - 27 26 14
3309 10 36 36 - 27 31 3
3310 10 38 46 + 53 30 12
3311 10 36 43 - 27 31 43
3312 10 37 2 - 27 33 56
3313 10 37 26 - 25 19 8
3314 10 37 13 - 27 41 0
3314 10 37 10 - 27 39 27
3315 10 37 19 - 27 11 30
3316 10 37 37 - 27 35 39
3316 10 37 38 - 27 35 59
3317 10 37 43 - 27 31 9
3318 10 37 15 - 41 37 38
3318 10 35 31 - 41 44 25
3318 10 37 33 - 41 27 58
3319 10 39 10 + 41 41 14
3320 10 39 37 + 47 23 50
3321 10 38 51 - 11 38 56
3322 10 38 51 - 11 38 56
3323 10 39 39 + 25 19 21
3324 10 37 19 - 58 38 3
3325 10 39 20 - 0 11 59
3326 10 39 32 + 5 6 26
3327 10 39 58 + 24 5 30
3328 10 39 54 + 9 18 2
3329 10 44 39 + 76 48 35
3330 10 38 46 - 54 6 54
3331 10 40 9 - 23 49 14
3332 10 40 28 + 9 10 57
3333 10 39 50 - 36 2 10
3334 10 41 31 + 37 18 45
3335 10 39 34 - 23 55 19
3336 10 40 17 - 27 46 38
3337 10 41 48 + 4 59 20
3338 10 42 8 + 13 44 48
3339 10 42 10 - 0 22 6
3340 10 42 18 - 0 22 37
3341 10 42 32 + 5 2 39
3342 10 42 46 + 9 26 34
3343 10 46 10 + 73 21 12
3344 10 43 31 + 24 55 22
3345 10 43 32 + 11 59 9
3346 10 43 39 + 14 52 20
3347 10 42 47 - 36 21 12
3347 10 40 21 - 36 24 45
3347 10 42 0 - 36 56 11
3347 10 40 54 - 36 17 19
3348 10 47 10 + 72 50 20
3349 10 43 51 + 6 45 47
3349 10 43 53 + 6 45 26
3350 10 44 23 + 30 43 31
3351 10 43 58 + 11 42 12
3352 10 44 15 + 22 22 17
3353 10 45 22 + 55 57 35
3354 10 43 3 - 36 21 46
3355 10 43 33 - 23 11 36
3356 10 44 12 + 6 45 32
3357 10 44 21 + 14 5 4
3358 10 43 33 - 36 24 39
3359 10 46 36 + 63 13 24
3360 10 44 16 - 11 14 33
3361 10 44 29 - 11 12 29
3362 10 44 52 + 6 35 50
3363 10 45 10 + 22 4 43
3364 10 48 30 + 72 25 30
3365 10 46 13 + 1 48 46
3366 10 35 8 - 43 41 37
3367 10 46 35 + 13 45 1
3368 10 46 46 + 11 49 12
3369 10 46 45 - 25 14 39
3370 10 47 4 + 17 16 26
3371 10 48 17 + 12 37 43
3372 10 45 6 - 59 52 0
3373 10 48 28 + 12 31 59
3374 10 48 1 + 43 11 10
3375 10 47 1 - 9 56 31
3376 10 47 27 + 6 2 55
3377 10 47 42 + 13 59 9
3377 10 47 22 + 14 4 12
3378 10 46 43 - 40 0 56
3379 10 47 50 + 12 34 52
3380 10 48 12 + 28 36 7
3381 10 48 25 + 34 42 41
3382 10 48 26 + 36 43 32
3383 10 47 19 - 24 26 16
3384 10 48 17 + 12 37 43
3385 10 48 12 + 4 55 42
3386 10 48 12 + 4 59 57
3387 10 48 17 + 4 58 1
3388 10 51 26 + 8 34 3
3389 10 48 28 + 12 31 59
3390 10 48 4 - 31 32 0
3391 10 48 56 + 14 13 10
3392 10 51 3 + 65 46 53
3393 10 48 23 - 25 9 42
3394 10 50 40 + 65 43 40
3395 10 49 50 + 32 58 53
3396 10 49 56 + 32 59 26
3397 10 44 39 + 76 48 35
3398 10 51 31 + 55 23 28
3399 10 49 28 + 16 13 8
3400 10 50 46 + 28 28 8
3401 10 50 20 + 5 48 42
3402 10 50 26 - 12 50 42
3403 10 53 54 + 73 41 24
3404 10 50 18 - 12 6 29
3405 10 49 43 + 16 14 21
3405 10 49 44 + 16 14 33
3406 10 51 44 + 51 1 22
3406 10 51 45 + 51 1 33
3407 10 52 18 + 61 22 46
3408 10 52 12 + 58 26 19
3409 10 50 20 - 17 2 41
3410 10 51 54 + 51 0 23
3411 10 50 26 - 12 50 42
3412 10 50 53 + 13 24 46
3413 10 51 21 + 32 45 58
3414 10 51 16 + 27 58 30
3415 10 51 42 + 43 42 46
3416 10 51 48 + 43 45 53
3417 10 51 2 + 8 28 25
3418 10 51 24 + 28 6 44
3419 10 51 18 + 13 56 44
3419 10 51 20 + 14 1 24
3420 10 50 10 - 17 14 35
3421 10 50 58 - 12 26 52
3422 10 51 17 - 12 24 7
3423 10 51 14 + 5 50 24
3424 10 51 46 + 32 54 1
3425 10 51 26 + 8 34 3
3426 10 51 42 + 18 28 52
3427 10 51 26 + 8 17 54
3428 10 51 30 + 9 16 45
3429 10 51 30 + 9 16 45
3430 10 52 12 + 32 57 3
3431 10 51 15 - 17 0 30
3432 10 52 31 + 36 37 8
3433 10 52 4 + 10 8 52
3434 10 51 58 + 3 47 31
3435 10 54 48 + 61 17 20
3436 10 52 27 + 8 5 39
3437 10 52 35 + 22 56 6
3438 10 52 26 + 10 32 51
3439 10 52 26 + 8 33 28
3440 10 53 50 + 57 7 8
3441 10 52 31 + 7 13 30
3442 10 53 8 + 33 54 36
3443 10 53 0 + 17 34 26
3444 10 52 59 + 10 12 38
3445 10 54 36 + 56 59 24
3446 10 52 12 - 45 9 36
3447 10 53 24 + 16 46 19
3447 10 53 30 + 16 47 5
3448 10 54 39 + 54 18 19
3449 10 52 54 - 32 55 40
3450 10 48 4 - 20 50 56
3451 10 54 21 + 27 14 23
3452 10 54 14 - 11 24 18
3453 10 53 40 - 21 47 36
3454 10 54 29 + 17 20 37
3455 10 54 31 + 17 17 4
3456 10 54 3 - 16 1 39
3457 10 54 49 + 17 37 17
3458 10 56 1 + 57 7 2
3459 10 54 44 - 17 2 30
3460 10 54 49 + 17 37 17
3461 10 54 55 + 17 42 30
3462 10 55 21 + 7 41 49
3463 10 55 13 - 26 8 25
3464 10 54 40 - 21 3 59
3465 10 59 31 + 75 11 30
3466 10 56 15 + 9 45 15
3467 10 56 44 + 9 45 32
3468 10 57 31 + 40 56 47
3469 10 56 58 - 14 18 1
3470 10 58 45 + 59 30 38
3471 10 59 9 + 61 31 49
3472 11 57 28 - 19 37 26
3473 10 58 5 + 17 7 30
3474 10 58 9 + 17 5 46
3475 10 58 25 + 24 13 37
3476 10 58 8 + 9 16 34
3477 10 58 13 + 9 13 4
3478 10 59 27 + 46 7 23
3479 10 58 55 - 14 57 40
3480 10 58 8 + 9 16 34
3481 10 59 26 - 7 32 39
3482 10 58 34 - 46 35 3
3483 10 59 0 - 28 28 40
3484 11 3 6 + 75 49 6
3485 11 0 2 + 14 50 28
3486 11 0 24 + 28 58 32
3487 11 0 47 + 17 35 15
3488 11 1 24 + 57 40 39
3489 11 0 18 + 13 54 3
3490 10 59 54 + 9 21 44
3491 11 0 35 + 12 9 42
3492 11 0 57 + 10 30 23
3492 11 0 57 + 10 30 16
3493 11 1 28 + 27 43 12
3494 11 1 11 + 3 46 28
3495 11 1 16 + 3 37 37
3496 10 59 36 - 60 20 12
3497 11 7 18 - 19 28 17
3498 11 1 42 + 14 21 0
3499 11 3 11 + 56 13 20
3500 11 1 51 + 75 12 4
3501 11 2 47 + 17 59 23
3502 10 58 55 - 14 57 40
3503 11 1 17 - 59 50 50
3504 11 3 11 + 27 58 23
3505 11 2 60 - 16 17 19
3506 11 3 13 + 11 4 37
3507 11 3 26 + 18 8 5
3508 11 2 60 - 16 17 19
3509 11 4 24 + 4 49 42
3510 11 3 44 + 28 53 5
3511 11 3 24 - 23 5 11
3512 11 4 3 + 28 2 15
3513 11 3 46 - 23 14 39
3514 11 3 60 - 18 46 50
3515 11 4 37 + 28 13 41
3516 11 6 48 + 72 34 9
3517 11 5 37 + 56 31 31
3517 11 5 37 + 56 32 4
3518 10 4 2 - 6 28 29
3519 11 4 3 - 61 22 5
3520 11 7 9 - 18 1 29
3521 11 5 49 - 0 2 13
3522 11 6 40 + 20 5 10
3523 11 3 7 + 75 6 57
3524 11 6 32 + 11 23 6
3525 11 7 18 - 19 28 17
3526 11 6 56 + 7 10 24
3527 11 7 18 + 28 31 40
3528 11 7 18 - 19 28 17
3529 11 7 19 - 19 33 22
3530 11 8 40 + 57 13 49
3531 11 6 56 + 7 10 24
3532 11 5 40 - 58 44 0
3533 11 7 8 - 37 10 23
3534 11 8 56 + 26 36 37
3534 11 8 57 + 26 35 48
3535 11 8 34 + 4 49 57
3536 11 8 51 + 28 28 34
3537 11 8 27 - 10 15 24
3537 11 8 27 - 10 15 32
3538 11 11 33 + 75 34 16
3539 11 9 9 + 28 40 21
3540 11 9 16 + 36 1 17
3541 11 8 32 - 10 29 31
3542 11 9 56 + 36 56 47
3543 11 10 57 + 61 20 49
3544 11 11 30 - 18 17 24
3545 11 10 13 + 36 58 1
3545 11 10 13 + 36 58 1
3545 11 10 12 + 36 57 53
3546 11 9 47 - 13 22 49
3547 11 9 56 + 10 43 15
3548 11 9 16 + 36 1 17
3549 11 10 57 + 53 23 17
3550 11 10 38 + 28 46 4
3551 11 9 44 + 21 45 33
3552 11 10 43 + 28 41 35
3553 11 10 40 + 28 41 9
3554 11 10 48 + 28 39 38
3555 11 9 50 + 21 48 38
3556 11 11 29 + 55 40 22
3557 11 9 57 - 37 32 22
3557 11 7 8 - 37 10 23
3557 11 9 32 - 37 20 59
3558 11 10 56 + 28 32 37
3559 11 10 45 + 12 0 59
3560 11 10 45 + 12 0 59
3561 11 11 13 + 28 41 48
3561 11 11 13 + 28 41 48
3561 11 11 13 + 28 42 43
3562 11 12 58 + 72 52 45
3563 11 11 25 + 26 57 51
3563 11 11 25 + 26 57 51
3563 11 11 24 + 26 57 44
3564 11 10 36 - 37 32 54
3565 11 7 48 - 20 1 20
3566 11 7 48 - 20 1 20
3567 11 11 19 + 5 50 11
3567 11 11 21 + 5 49 51
3568 11 10 48 - 37 26 56
3569 11 12 8 + 35 27 7
3570 11 12 3 + 27 35 25
3571 11 11 30 - 18 17 24
3572 11 10 27 - 60 14 38
3573 11 11 18 - 36 52 32
3574 11 12 12 + 27 37 31
3575 10 13 32 + 22 44 14
3576 11 11 33 - 61 21 44
3577 11 13 45 + 48 16 24
3578 11 12 50 - 15 56 43
3579 11 11 60 - 61 14 35
3580 11 13 16 + 3 39 27
3581 11 12 2 - 61 18 6
3582 11 12 12 - 61 16 24
3583 11 14 11 + 48 19 6
3584 11 12 20 - 61 13 42
3585 11 13 17 - 26 45 18
3586 11 12 30 - 61 21 8
3587 11 14 48 + 55 1 10
3588 11 14 2 + 20 23 11
3588 11 14 3 + 20 23 20
3589 11 15 13 + 60 42 2
3590 11 12 59 - 60 47 20
3591 11 14 3 - 14 5 12
3592 11 14 28 + 17 15 34
3593 11 14 37 + 12 49 6
3594 11 16 14 + 55 42 17
3595 11 15 25 + 47 26 49
3596 11 15 6 + 14 47 13
3597 11 14 42 - 23 43 38
3598 11 15 12 + 17 15 45
3599 11 15 27 + 18 6 37
3600 11 15 52 + 41 35 28
3601 11 15 33 + 5 6 56
3602 11 15 48 + 17 24 58
3603 11 15 7 - 61 15 40
3604 11 17 30 + 4 33 19
3605 11 16 47 + 18 1 3
3606 11 16 16 - 33 49 39
3607 11 16 55 + 18 3 8
3608 11 16 59 + 18 8 53
3609 11 17 51 + 26 37 31
3610 11 18 25 + 58 47 12
3611 11 17 30 + 4 33 19
3612 11 18 15 + 26 37 14
3613 11 18 36 + 58 0 2
3614 11 18 22 + 45 44 55
3614 11 18 12 + 45 43 1
3615 11 18 7 + 23 23 51
3616 11 18 9 + 14 45 58
3617 11 17 51 - 26 8 2
3618 11 18 32 + 23 28 8
3619 11 19 22 + 57 45 30
3620 11 16 5 - 76 13 2
3621 11 18 16 - 32 48 40
3622 11 20 12 + 67 14 31
3623 11 18 56 + 13 5 27
3624 11 18 51 + 7 31 15
3625 11 20 31 + 57 46 52
3626 11 20 4 + 18 21 24
3627 11 20 15 + 12 59 24
3628 11 20 17 + 13 35 24
3629 11 20 32 + 26 57 46
3630 11 20 17 + 2 57 52
3631 11 21 3 + 53 10 11
3632 11 20 4 + 18 21 24
3633 11 20 26 + 3 35 8
3634 11 20 30 - 9 0 49
3635 11 20 31 - 9 0 47
3636 11 20 25 - 10 16 55
3637 11 20 40 - 10 15 25
3638 11 20 10 - 8 6 20
3639 11 21 36 + 18 27 31
3640 11 21 7 + 3 14 5
3641 11 21 9 + 3 11 41
3642 11 22 18 + 59 4 30
3643 11 21 25 + 3 0 51
3644 11 21 33 + 2 48 37
3645 11 20 17 + 2 57 52
3646 11 21 43 + 20 10 9
3647 11 21 33 + 2 53 14
